tClimateDistrict;I;климатический район I
tClimateDistrict;IА;климатический подрайон IА
tClimateDistrict;IБ;климатический подрайон IБ
tClimateDistrict;IВ;климатический подрайон IВ
tClimateDistrict;IГ;климатический подрайон IГ
tClimateDistrict;IД;климатический подрайон IД
tClimateDistrict;II;климатический район II
tClimateDistrict;IIА;климатический подрайон IIА
tClimateDistrict;IIБ;климатический подрайон IIБ
tClimateDistrict;IIВ;климатический подрайон IIВ
tClimateDistrict;IIГ;климатический подрайон IIГ
tClimateDistrict;III;климатический район III
tClimateDistrict;IIIА;климатический подрайон IIIА
tClimateDistrict;IIIБ;климатический подрайон IIIБ
tClimateDistrict;IIIВ;климатический подрайон IIIВ
tClimateDistrict;IV;климатический район IV
tClimateDistrict;IVА;климатический подрайон IVА
tClimateDistrict;IVБ;климатический подрайон IVБ
tClimateDistrict;IVВ;климатический подрайон IVВ
tClimateDistrict;IVГ;климатический подрайон IVГ
